pH_BB_ID,farm_ID,point_ID,lab_ID,parm_ID,value
2.925.982.6,2,925,982,6,31.03
2.925.982.7,2,925,982,7,9.27
2.926.983.1,2,926,983,1,7.87
2.926.983.2,2,926,983,2,1.98
2.926.983.3,2,926,983,3,4.41
2.926.983.4,2,926,983,4,6.44
2.926.983.5,2,926,983,5,31.69
2.926.983.6,2,926,983,6,35.52
2.926.983.7,2,926,983,7,12.09
2.927.984.8,2,927,984,8,6.6
2.927.984.12,2,927,984,12,7.5
2.927.984.13,2,927,984,13,14
2.927.984.14,2,927,984,14,11.5
2.928.985.9,2,928,985,9,1.08
2.928.985.10,2,928,985,10,1.19
2.928.985.11,2,928,985,11,0.1
2.929.986.8,2,929,986,8,6.2
2.929.986.12,2,929,986,12,2.5
2.929.986.13,2,929,986,13,11
2.929.986.14,2,929,986,14,9
2.930.987.1,2,930,987,1,28.21
2.930.987.2,2,930,987,2,7.87
2.930.987.3,2,930,987,3,12.12
2.930.987.4,2,930,987,4,11.76
2.930.987.5,2,930,987,5,19.5
2.930.987.6,2,930,987,6,14.24
2.930.987.7,2,930,987,7,6.31
2.931.988.9,2,931,988,9,3.82
2.931.988.10,2,931,988,10,3.93
2.931.988.11,2,931,988,11,0.33
2.932.989.8,2,932,989,8,5.6
2.932.989.12,2,932,989,12,4.6
2.932.989.13,2,932,989,13,17
2.932.989.14,2,932,989,14,19.8
2.933.990.9,2,933,990,9,1.73
2.933.990.10,2,933,990,10,1.8
2.933.990.11,2,933,990,11,0.16
2.934.991.8,2,934,991,8,5.9
2.934.991.12,2,934,991,12,8.1
2.934.991.13,2,934,991,13,6
2.934.991.14,2,934,991,14,4.6
2.935.992.1,2,935,992,1,1.38
2.935.992.2,2,935,992,2,1.84
2.935.992.3,2,935,992,3,0.4
2.935.992.4,2,935,992,4,1.81
2.935.992.5,2,935,992,5,8.31
2.935.992.6,2,935,992,6,48.35
2.935.992.7,2,935,992,7,37.91
2.936.993.9,2,936,993,9,0.42
2.936.993.10,2,936,993,10,0.42
2.936.993.11,2,936,993,11,0.03
2.937.994.9,2,937,994,9,1.58
2.937.994.10,2,937,994,10,1.61
2.937.994.11,2,937,994,11,0.16
2.938.995.1,2,938,995,1,40.09
2.938.995.2,2,938,995,2,8.45
2.938.995.3,2,938,995,3,8.69
2.938.995.4,2,938,995,4,4.91
2.938.995.5,2,938,995,5,16.99
2.938.995.6,2,938,995,6,15.44
2.938.995.7,2,938,995,7,5.42
2.939.996.8,2,939,996,8,6.4
2.939.996.12,2,939,996,12,9
2.939.996.13,2,939,996,13,30
2.939.996.14,2,939,996,14,17.8
2.940.997.9,2,940,997,9,1.79
2.940.997.10,2,940,997,10,1.82
2.940.997.11,2,940,997,11,0.18
2.941.998.8,2,941,998,8,6.6
2.941.998.12,2,941,998,12,17.3
2.941.998.13,2,941,998,13,12
2.941.998.14,2,941,998,14,5.1
2.942.999.9,2,942,999,9,0.53
2.942.999.10,2,942,999,10,0.53
2.942.999.11,2,942,999,11,0.05
2.943.1000.9,2,943,1000,9,1.45
2.943.1000.10,2,943,1000,10,1.5
2.943.1000.11,2,943,1000,11,0.16
2.944.1001.9,2,944,1001,9,0.89
2.944.1001.10,2,944,1001,10,0.95
2.944.1001.11,2,944,1001,11,0.08
2.945.1002.1,2,945,1002,1,2.7
2.945.1002.2,2,945,1002,2,2.26
2.945.1002.3,2,945,1002,3,1.58
2.945.1002.4,2,945,1002,4,1.98
2.945.1002.5,2,945,1002,5,46.91
2.945.1002.6,2,945,1002,6,35.06
2.945.1002.7,2,945,1002,7,9.51
2.946.1003.8,2,946,1003,8,6.3
2.946.1003.12,2,946,1003,12,7.9
2.946.1003.13,2,946,1003,13,30
2.946.1003.14,2,946,1003,14,16.5
2.947.1004.8,2,947,1004,8,4.8
2.947.1004.12,2,947,1004,12,5.4
2.947.1004.13,2,947,1004,13,8
2.947.1004.14,2,947,1004,14,2.5
2.948.1005.9,2,948,1005,9,1.33
2.948.1005.10,2,948,1005,10,1.35
2.948.1005.11,2,948,1005,11,0.12
2.949.1006.8,2,949,1006,8,6.6
2.949.1006.12,2,949,1006,12,16.6
2.949.1006.13,2,949,1006,13,9
2.949.1006.14,2,949,1006,14,6.3
2.950.1007.9,2,950,1007,9,1.04
2.950.1007.10,2,950,1007,10,1.09
2.950.1007.11,2,950,1007,11,0.1
2.951.1008.8,2,951,1008,8,5.6
2.951.1008.12,2,951,1008,12,5.9
2.951.1008.13,2,951,1008,13,10
2.951.1008.14,2,951,1008,14,3.4
2.952.1009.1,2,952,1009,1,3.56
2.952.1009.2,2,952,1009,2,4.4
2.952.1009.3,2,952,1009,3,0.99
2.952.1009.4,2,952,1009,4,6.34
2.952.1009.5,2,952,1009,5,58.02
2.952.1009.6,2,952,1009,6,18.06
2.952.1009.7,2,952,1009,7,8.63
2.953.1010.1,2,953,1010,1,7.1
2.953.1010.2,2,953,1010,2,3.19
2.953.1010.3,2,953,1010,3,4.92
2.953.1010.4,2,953,1010,4,10.58
2.953.1010.5,2,953,1010,5,39.38
2.953.1010.6,2,953,1010,6,28.65
2.953.1010.7,2,953,1010,7,6.19
2.954.1011.9,2,954,1011,9,1.06
2.954.1011.10,2,954,1011,10,1.09
2.954.1011.11,2,954,1011,11,0.1
2.955.1012.9,2,955,1012,9,1.02
2.955.1012.10,2,955,1012,10,1.08
2.955.1012.11,2,955,1012,11,0.09
2.956.1013.8,2,956,1013,8,6.3
2.956.1013.12,2,956,1013,12,12.1
2.956.1013.13,2,956,1013,13,5
2.956.1013.14,2,956,1013,14,3.3
2.957.1014.8,2,957,1014,8,5.1
2.957.1014.12,2,957,1014,12,6.5
2.957.1014.13,2,957,1014,13,11
2.957.1014.14,2,957,1014,14,3.8
2.958.1015.1,2,958,1015,1,7.23
2.958.1015.2,2,958,1015,2,2.98
2.958.1015.3,2,958,1015,3,6.35
2.958.1015.4,2,958,1015,4,7.58
2.958.1015.5,2,958,1015,5,36.29
2.958.1015.6,2,958,1015,6,32.21
2.958.1015.7,2,958,1015,7,7.36
2.959.1016.9,2,959,1016,9,1.17
2.959.1016.10,2,959,1016,10,1.19
2.959.1016.11,2,959,1016,11,0.11
2.960.1017.8,2,960,1017,8,5.1
2.960.1017.12,2,960,1017,12,6.5
2.960.1017.13,2,960,1017,13,7
2.960.1017.14,2,960,1017,14,2.3
2.961.1018.9,2,961,1018,9,0.64
2.961.1018.10,2,961,1018,10,0.65
2.961.1018.11,2,961,1018,11,0.06
2.962.1019.9,2,962,1019,9,1.06
2.962.1019.10,2,962,1019,10,1.08
2.962.1019.11,2,962,1019,11,0.09
2.963.1020.8,2,963,1020,8,5.5
2.963.1020.12,2,963,1020,12,8.9
2.963.1020.13,2,963,1020,13,13
2.963.1020.14,2,963,1020,14,3.2
2.964.1021.8,2,964,1021,8,5.4
2.964.1021.12,2,964,1021,12,6
2.964.1021.13,2,964,1021,13,14
2.964.1021.14,2,964,1021,14,6.8
2.965.1022.9,2,965,1022,9,1.46
2.965.1022.10,2,965,1022,10,1.9
2.965.1022.11,2,965,1022,11,0.16
2.966.1023.1,2,966,1023,1,3.55
2.966.1023.2,2,966,1023,2,2.36
2.966.1023.3,2,966,1023,3,2.71
2.966.1023.4,2,966,1023,4,9.46
2.966.1023.5,2,966,1023,5,34.16
2.966.1023.6,2,966,1023,6,32.31
2.966.1023.7,2,966,1023,7,15.46
2.967.1024.9,2,967,1024,9,0.37
2.967.1024.10,2,967,1024,10,0.4
2.967.1024.11,2,967,1024,11,0.03
2.968.1025.8,2,968,1025,8,5.1
2.968.1025.12,2,968,1025,12,3.9
2.968.1025.13,2,968,1025,13,11
2.968.1025.14,2,968,1025,14,7.9
2.969.1026.1,2,969,1026,1,16.93
2.969.1026.2,2,969,1026,2,3.5
2.969.1026.3,2,969,1026,3,9.09
2.969.1026.4,2,969,1026,4,8.94
2.969.1026.5,2,969,1026,5,29.25
2.969.1026.6,2,969,1026,6,24.32
2.969.1026.7,2,969,1026,7,7.98
2.970.1027.9,2,970,1027,9,1.42
2.970.1027.10,2,970,1027,10,1.43
2.970.1027.11,2,970,1027,11,0.14
2.971.1028.1,2,971,1028,1,19.5
2.971.1028.2,2,971,1028,2,6.72
2.971.1028.3,2,971,1028,3,7.68
2.971.1028.4,2,971,1028,4,9.36
2.971.1028.5,2,971,1028,5,23.47
2.971.1028.6,2,971,1028,6,24.23
2.971.1028.7,2,971,1028,7,9.04
2.972.1029.8,2,972,1029,8,6.5
2.972.1029.12,2,972,1029,12,8.2
2.972.1029.13,2,972,1029,13,21
2.972.1029.14,2,972,1029,14,12.3
2.973.1030.8,2,973,1030,8,5.3
2.973.1030.12,2,973,1030,12,4.2
2.973.1030.13,2,973,1030,13,14
2.973.1030.14,2,973,1030,14,7.7
2.974.1031.8,2,974,1031,8,5.4
2.974.1031.12,2,974,1031,12,5.6
2.974.1031.13,2,974,1031,13,14
2.974.1031.14,2,974,1031,14,8.6
2.975.1032.9,2,975,1032,9,1.12
2.975.1032.10,2,975,1032,10,1.14
2.975.1032.11,2,975,1032,11,0.09
2.976.1033.8,2,976,1033,8,6.5
2.976.1033.12,2,976,1033,12,7.4
2.976.1033.13,2,976,1033,13,16
2.976.1033.14,2,976,1033,14,9.7
2.977.1034.9,2,977,1034,9,1.08
2.977.1034.10,2,977,1034,10,1.08
2.977.1034.11,2,977,1034,11,0.06
2.978.1035.1,2,978,1035,1,15.55
2.978.1035.2,2,978,1035,2,3.6
2.978.1035.3,2,978,1035,3,6.46
2.978.1035.4,2,978,1035,4,26.7
2.978.1035.5,2,978,1035,5,29.7
2.978.1035.6,2,978,1035,6,15.19
2.978.1035.7,2,978,1035,7,2.79
2.979.1036.1,2,979,1036,1,2.13
2.979.1036.2,2,979,1036,2,2.91
2.979.1036.3,2,979,1036,3,0.84
2.979.1036.4,2,979,1036,4,3.65
2.979.1036.5,2,979,1036,5,14.14
2.979.1036.6,2,979,1036,6,55.66
2.979.1036.7,2,979,1036,7,20.67
2.980.1037.1,2,980,1037,1,12.61
2.980.1037.2,2,980,1037,2,4.64
2.980.1037.3,2,980,1037,3,7.05
2.980.1037.4,2,980,1037,4,6.33
2.980.1037.5,2,980,1037,5,36.13
2.980.1037.6,2,980,1037,6,26.62
2.980.1037.7,2,980,1037,7,6.62
2.981.1038.8,2,981,1038,8,6.8
2.981.1038.12,2,981,1038,12,4.8
2.981.1038.13,2,981,1038,13,18
2.981.1038.14,2,981,1038,14,11.1
2.982.1039.9,2,982,1039,9,2.35
2.982.1039.10,2,982,1039,10,2.35
2.982.1039.11,2,982,1039,11,0.22
2.983.1040.8,2,983,1040,8,5.7
2.983.1040.12,2,983,1040,12,5.4
2.983.1040.13,2,983,1040,13,21
2.983.1040.14,2,983,1040,14,6
2.984.1041.9,2,984,1041,9,1.06
2.984.1041.10,2,984,1041,10,1.08
2.984.1041.11,2,984,1041,11,0.1
2.985.1042.1,2,985,1042,1,11.13
2.985.1042.2,2,985,1042,2,5.22
2.985.1042.3,2,985,1042,3,7.24
2.985.1042.4,2,985,1042,4,8.66
2.985.1042.5,2,985,1042,5,30.5
2.985.1042.6,2,985,1042,6,28.76
2.985.1042.7,2,985,1042,7,8.49
2.986.1043.1,2,986,1043,1,2.4
2.986.1043.2,2,986,1043,2,4.83
2.986.1043.3,2,986,1043,3,2.4
2.986.1043.4,2,986,1043,4,19.47
2.986.1043.5,2,986,1043,5,27.59
2.986.1043.6,2,986,1043,6,38.2
2.986.1043.7,2,986,1043,7,5.12
2.987.1044.8,2,987,1044,8,5.5
2.987.1044.12,2,987,1044,12,6.2
2.987.1044.13,2,987,1044,13,23
2.987.1044.14,2,987,1044,14,5.5
2.988.1045.9,2,988,1045,9,1.05
2.988.1045.10,2,988,1045,10,1.12
2.988.1045.11,2,988,1045,11,0.1
2.989.1046.1,2,989,1046,1,3.1
2.989.1046.2,2,989,1046,2,1.73
2.989.1046.3,2,989,1046,3,1.47
2.989.1046.4,2,989,1046,4,2.79
2.989.1046.5,2,989,1046,5,23
2.989.1046.6,2,989,1046,6,48.6
2.989.1046.7,2,989,1046,7,19.3
2.990.1047.9,2,990,1047,9,0.68
2.990.1047.10,2,990,1047,10,0.72
2.990.1047.11,2,990,1047,11,0.06
2.991.1048.8,2,991,1048,8,6.5
2.991.1048.12,2,991,1048,12,8.7
2.991.1048.13,2,991,1048,13,22
2.991.1048.14,2,991,1048,14,11.7
2.992.1049.8,2,992,1049,8,6.8
2.992.1049.12,2,992,1049,12,10.4
2.992.1049.13,2,992,1049,13,24
2.992.1049.14,2,992,1049,14,13.5
2.993.1050.9,2,993,1050,9,1.3
2.993.1050.10,2,993,1050,10,1.31
2.993.1050.11,2,993,1050,11,0.12
2.994.1051.9,2,994,1051,9,1.01
2.994.1051.10,2,994,1051,10,1.05
2.994.1051.11,2,994,1051,11,0.09
2.995.1052.8,2,995,1052,8,5.8
2.995.1052.12,2,995,1052,12,5.8
2.995.1052.13,2,995,1052,13,23
2.995.1052.14,2,995,1052,14,6.1
2.996.1053.8,2,996,1053,8,5.7
2.996.1053.12,2,996,1053,12,5.4
2.996.1053.13,2,996,1053,13,19
2.996.1053.14,2,996,1053,14,4.8
2.997.1054.1,2,997,1054,1,16.75
2.997.1054.2,2,997,1054,2,7.56
2.997.1054.3,2,997,1054,3,6.32
2.997.1054.4,2,997,1054,4,10.39
2.997.1054.5,2,997,1054,5,25.6
2.997.1054.6,2,997,1054,6,25.3
2.997.1054.7,2,997,1054,7,8.07
2.998.1055.1,2,998,1055,1,3.66
2.998.1055.2,2,998,1055,2,0.5
2.998.1055.3,2,998,1055,3,2.76
2.998.1055.4,2,998,1055,4,5.44
2.998.1055.5,2,998,1055,5,26.18
2.998.1055.6,2,998,1055,6,50
2.998.1055.7,2,998,1055,7,11.47
2.999.1056.9,2,999,1056,9,1.77
2.999.1056.10,2,999,1056,10,1.78
2.999.1056.11,2,999,1056,11,0.18
2.1000.1057.8,2,1000,1057,8,6.8
2.1000.1057.12,2,1000,1057,12,12.9
2.1000.1057.13,2,1000,1057,13,16
2.1000.1057.14,2,1000,1057,14,11.2
2.1001.1058.9,2,1001,1058,9,0.98
2.1001.1058.10,2,1001,1058,10,1.02
2.1001.1058.11,2,1001,1058,11,0.1
2.1002.1059.8,2,1002,1059,8,7
2.1002.1059.12,2,1002,1059,12,6
2.1002.1059.13,2,1002,1059,13,12
2.1002.1059.14,2,1002,1059,14,10.9
2.1003.1060.9,2,1003,1060,9,1.39
2.1003.1060.10,2,1003,1060,10,1.52
2.1003.1060.11,2,1003,1060,11,0.14
2.1004.1061.1,2,1004,1061,1,14.21
2.1004.1061.2,2,1004,1061,2,5
2.1004.1061.3,2,1004,1061,3,5.38
2.1004.1061.4,2,1004,1061,4,14.87
2.1004.1061.5,2,1004,1061,5,28.99
2.1004.1061.6,2,1004,1061,6,28.95
2.1004.1061.7,2,1004,1061,7,2.6
2.1005.1062.1,2,1005,1062,1,32.47
2.1005.1062.2,2,1005,1062,2,2.54
2.1005.1062.3,2,1005,1062,3,6.56
2.1005.1062.4,2,1005,1062,4,3.21
2.1005.1062.5,2,1005,1062,5,23.47
2.1005.1062.6,2,1005,1062,6,25.3
2.1005.1062.7,2,1005,1062,7,6.45
2.1006.1063.9,2,1006,1063,9,1.68
2.1006.1063.10,2,1006,1063,10,1.73
2.1006.1063.11,2,1006,1063,11,0.17
2.1007.1064.9,2,1007,1064,9,0.95
2.1007.1064.10,2,1007,1064,10,0.98
2.1007.1064.11,2,1007,1064,11,0.09
2.1008.1065.8,2,1008,1065,8,6.1
2.1008.1065.12,2,1008,1065,12,4.9
2.1008.1065.13,2,1008,1065,13,16
2.1008.1065.14,2,1008,1065,14,4.5
2.1009.1066.9,2,1009,1066,9,0.9
2.1009.1066.10,2,1009,1066,10,0.92
2.1009.1066.11,2,1009,1066,11,0.09
2.1010.1067.9,2,1010,1067,9,0.79
2.1010.1067.10,2,1010,1067,10,0.79
2.1010.1067.11,2,1010,1067,11,0.07
2.1011.1068.9,2,1011,1068,9,0.83
2.1011.1068.10,2,1011,1068,10,0.87
2.1011.1068.11,2,1011,1068,11,0.09
2.1012.1069.9,2,1012,1069,9,1.32
2.1012.1069.10,2,1012,1069,10,1.32
2.1012.1069.11,2,1012,1069,11,0.14
2.1013.1070.9,2,1013,1070,9,0.95
2.1013.1070.10,2,1013,1070,10,0.96
2.1013.1070.11,2,1013,1070,11,0.09
2.1014.1071.1,2,1014,1071,1,13.94
2.1014.1071.2,2,1014,1071,2,5.75
2.1014.1071.3,2,1014,1071,3,5.9
2.1014.1071.4,2,1014,1071,4,8.54
2.1014.1071.5,2,1014,1071,5,28.33
2.1014.1071.6,2,1014,1071,6,28.99
2.1014.1071.7,2,1014,1071,7,8.55
2.1015.1072.8,2,1015,1072,8,5.7
2.1015.1072.12,2,1015,1072,12,2.5
2.1015.1072.13,2,1015,1072,13,17
2.1015.1072.14,2,1015,1072,14,13
2.1016.1073.8,2,1016,1073,8,6
2.1016.1073.12,2,1016,1073,12,5.9
2.1016.1073.13,2,1016,1073,13,10
2.1016.1073.14,2,1016,1073,14,5.1
2.1017.1074.8,2,1017,1074,8,5.1
2.1017.1074.12,2,1017,1074,12,5.4
2.1017.1074.13,2,1017,1074,13,7
2.1017.1074.14,2,1017,1074,14,2.8
2.1018.1075.1,2,1018,1075,1,3.96
2.1018.1075.2,2,1018,1075,2,0.61
2.1018.1075.3,2,1018,1075,3,4
2.1018.1075.4,2,1018,1075,4,2.44
2.1018.1075.5,2,1018,1075,5,18.07
2.1018.1075.6,2,1018,1075,6,54.12
2.1018.1075.7,2,1018,1075,7,16.8
2.1019.1076.8,2,1019,1076,8,6.9
2.1019.1076.12,2,1019,1076,12,5.9
2.1019.1076.13,2,1019,1076,13,19
2.1019.1076.14,2,1019,1076,14,14.7
2.1020.1077.9,2,1020,1077,9,0.59
2.1020.1077.10,2,1020,1077,10,0.62
2.1020.1077.11,2,1020,1077,11,0.05
2.1021.1078.9,2,1021,1078,9,1.37
2.1021.1078.10,2,1021,1078,10,1.4
2.1021.1078.11,2,1021,1078,11,0.14
2.1022.1079.9,2,1022,1079,9,0.89
2.1022.1079.10,2,1022,1079,10,0.9
2.1022.1079.11,2,1022,1079,11,0.08
2.1023.1080.8,2,1023,1080,8,5.6
2.1023.1080.12,2,1023,1080,12,4.1
2.1023.1080.13,2,1023,1080,13,8
2.1023.1080.14,2,1023,1080,14,2.5
2.1024.1081.8,2,1024,1081,8,7.1
2.1024.1081.12,2,1024,1081,12,10.1
2.1024.1081.13,2,1024,1081,13,13
2.1024.1081.14,2,1024,1081,14,5.1
2.1025.1082.1,2,1025,1082,1,10.84
2.1025.1082.2,2,1025,1082,2,4.15
2.1025.1082.3,2,1025,1082,3,5.92
2.1025.1082.4,2,1025,1082,4,6.31
2.1025.1082.5,2,1025,1082,5,31.39
2.1025.1082.6,2,1025,1082,6,31.87
2.1025.1082.7,2,1025,1082,7,9.52
2.1026.1083.8,2,1026,1083,8,6.8
2.1026.1083.12,2,1026,1083,12,7.9
2.1026.1083.13,2,1026,1083,13,19
2.1026.1083.14,2,1026,1083,14,12.3
2.1027.1084.8,2,1027,1084,8,7.1
2.1027.1084.12,2,1027,1084,12,7.4
2.1027.1084.13,2,1027,1084,13,15
2.1027.1084.14,2,1027,1084,14,15
2.1028.1085.1,2,1028,1085,1,6.48
2.1028.1085.2,2,1028,1085,2,5.38
2.1028.1085.3,2,1028,1085,3,3.48
2.1028.1085.4,2,1028,1085,4,7.33
2.1028.1085.5,2,1028,1085,5,37.28
2.1028.1085.6,2,1028,1085,6,30.53
2.1028.1085.7,2,1028,1085,7,9.51
2.1029.1086.1,2,1029,1086,1,6.33
2.1029.1086.2,2,1029,1086,2,6.43
2.1029.1086.3,2,1029,1086,3,3.67
2.1029.1086.4,2,1029,1086,4,3.59
2.1029.1086.5,2,1029,1086,5,36.81
2.1029.1086.6,2,1029,1086,6,32.31
2.1029.1086.7,2,1029,1086,7,10.85
2.1030.1087.9,2,1030,1087,9,0.9
2.1030.1087.10,2,1030,1087,10,0.93
2.1030.1087.11,2,1030,1087,11,0.08
2.1031.1088.8,2,1031,1088,8,6.3
2.1031.1088.12,2,1031,1088,12,13.1
2.1031.1088.13,2,1031,1088,13,11
2.1031.1088.14,2,1031,1088,14,3.9
2.1032.1089.8,2,1032,1089,8,6.4
2.1032.1089.12,2,1032,1089,12,12.9
2.1032.1089.13,2,1032,1089,13,21
2.1032.1089.14,2,1032,1089,14,8
2.1033.1090.8,2,1033,1090,8,6.2
2.1033.1090.12,2,1033,1090,12,11.6
2.1033.1090.13,2,1033,1090,13,13
2.1033.1090.14,2,1033,1090,14,4.1
2.1034.1091.1,2,1034,1091,1,3.43
2.1034.1091.2,2,1034,1091,2,0.72
2.1034.1091.3,2,1034,1091,3,3.18
2.1034.1091.4,2,1034,1091,4,5.68
2.1034.1091.5,2,1034,1091,5,38.91
2.1034.1091.6,2,1034,1091,6,35.52
2.1034.1091.7,2,1034,1091,7,12.56
2.1035.1092.1,2,1035,1092,1,15.62
2.1035.1092.2,2,1035,1092,2,4.46
2.1035.1092.3,2,1035,1092,3,5.89
2.1035.1092.4,2,1035,1092,4,3.82
2.1035.1092.5,2,1035,1092,5,33.14
2.1035.1092.6,2,1035,1092,6,27.64
2.1035.1092.7,2,1035,1092,7,9.44
2.1036.1093.9,2,1036,1093,9,1.06
2.1036.1093.10,2,1036,1093,10,1.07
2.1036.1093.11,2,1036,1093,11,0.1
2.1037.1094.8,2,1037,1094,8,6.2
2.1037.1094.12,2,1037,1094,12,12.3
2.1037.1094.13,2,1037,1094,13,13
2.1037.1094.14,2,1037,1094,14,4
2.1038.1095.1,2,1038,1095,1,11.1
2.1038.1095.2,2,1038,1095,2,1.08
2.1038.1095.3,2,1038,1095,3,5.68
2.1038.1095.4,2,1038,1095,4,9.11
2.1038.1095.5,2,1038,1095,5,39.19
2.1038.1095.6,2,1038,1095,6,25.94
2.1038.1095.7,2,1038,1095,7,7.89
2.1039.1096.9,2,1039,1096,9,1.21
2.1039.1096.10,2,1039,1096,10,1.23
2.1039.1096.11,2,1039,1096,11,0.12
2.1040.1097.9,2,1040,1097,9,1.28
2.1040.1097.10,2,1040,1097,10,1.28
2.1040.1097.11,2,1040,1097,11,0.13
2.1041.1098.9,2,1041,1098,9,1.22
2.1041.1098.10,2,1041,1098,10,1.23
2.1041.1098.11,2,1041,1098,11,0.12
2.1042.1099.9,2,1042,1099,9,1.02
2.1042.1099.10,2,1042,1099,10,1.04
2.1042.1099.11,2,1042,1099,11,0.1
2.1043.1100.8,2,1043,1100,8,6.5
2.1043.1100.12,2,1043,1100,12,13.2
2.1043.1100.13,2,1043,1100,13,8
2.1043.1100.14,2,1043,1100,14,3.8
2.1044.1101.9,2,1044,1101,9,0.88
2.1044.1101.10,2,1044,1101,10,0.91
2.1044.1101.11,2,1044,1101,11,0.08
2.1045.1102.9,2,1045,1102,9,0.49
2.1045.1102.10,2,1045,1102,10,0.5
2.1045.1102.11,2,1045,1102,11,0.05
2.1046.1103.9,2,1046,1103,9,0.65
2.1046.1103.10,2,1046,1103,10,0.66
2.1046.1103.11,2,1046,1103,11,0.06
2.1047.1104.8,2,1047,1104,8,6.1
2.1047.1104.12,2,1047,1104,12,10.4
2.1047.1104.13,2,1047,1104,13,16
2.1047.1104.14,2,1047,1104,14,5.6
2.1048.1105.1,2,1048,1105,1,8.62
2.1048.1105.2,2,1048,1105,2,4.46
2.1048.1105.3,2,1048,1105,3,3.62
2.1048.1105.4,2,1048,1105,4,12.62
2.1048.1105.5,2,1048,1105,5,48.11
2.1048.1105.6,2,1048,1105,6,17.76
2.1048.1105.7,2,1048,1105,7,4.81
2.1049.1106.9,2,1049,1106,9,1.07
2.1049.1106.10,2,1049,1106,10,1.08
2.1049.1106.11,2,1049,1106,11,0.1
2.1050.1107.9,2,1050,1107,9,0.69
2.1050.1107.10,2,1050,1107,10,0.71
2.1050.1107.11,2,1050,1107,11,0.06
2.1051.1108.1,2,1051,1108,1,21.56
2.1051.1108.2,2,1051,1108,2,2.5
2.1051.1108.3,2,1051,1108,3,1.85
2.1051.1108.4,2,1051,1108,4,8.04
2.1051.1108.5,2,1051,1108,5,30.56
2.1051.1108.6,2,1051,1108,6,26.2
2.1051.1108.7,2,1051,1108,7,9.29
2.1052.1109.9,2,1052,1109,9,1.2
2.1052.1109.10,2,1052,1109,10,1.25
2.1052.1109.11,2,1052,1109,11,0.12
2.1053.1110.9,2,1053,1110,9,1.14
2.1053.1110.10,2,1053,1110,10,1.19
2.1053.1110.11,2,1053,1110,11,0.11
2.1054.1111.9,2,1054,1111,9,0.75
2.1054.1111.10,2,1054,1111,10,0.77
2.1054.1111.11,2,1054,1111,11,0.07
2.1055.1112.9,2,1055,1112,9,0.92
2.1055.1112.10,2,1055,1112,10,0.94
2.1055.1112.11,2,1055,1112,11,0.09
2.1056.1113.9,2,1056,1113,9,1.15
2.1056.1113.10,2,1056,1113,10,1.17
2.1056.1113.11,2,1056,1113,11,0.1
2.1057.1114.8,2,1057,1114,8,6.2
2.1057.1114.12,2,1057,1114,12,5.8
2.1057.1114.13,2,1057,1114,13,9
2.1057.1114.14,2,1057,1114,14,4.4
2.1058.1115.8,2,1058,1115,8,6.5
2.1058.1115.12,2,1058,1115,12,11.9
2.1058.1115.13,2,1058,1115,13,11
2.1058.1115.14,2,1058,1115,14,4.9
2.1059.1116.9,2,1059,1116,9,1.15
2.1059.1116.10,2,1059,1116,10,1.16
2.1059.1116.11,2,1059,1116,11,0.11
2.1060.1117.8,2,1060,1117,8,6
2.1060.1117.12,2,1060,1117,12,6.5
2.1060.1117.13,2,1060,1117,13,17
2.1060.1117.14,2,1060,1117,14,5.7
2.1061.1118.8,2,1061,1118,8,6
2.1061.1118.12,2,1061,1118,12,7
2.1061.1118.13,2,1061,1118,13,16
2.1061.1118.14,2,1061,1118,14,6
2.1062.1119.1,2,1062,1119,1,2.4
2.1062.1119.2,2,1062,1119,2,0.7
2.1062.1119.3,2,1062,1119,3,0.95
2.1062.1119.4,2,1062,1119,4,2.91
2.1062.1119.5,2,1062,1119,5,26.39
2.1062.1119.6,2,1062,1119,6,39.26
2.1062.1119.7,2,1062,1119,7,27.39
2.1063.1120.9,2,1063,1120,9,0.74
2.1063.1120.10,2,1063,1120,10,0.75
2.1063.1120.11,2,1063,1120,11,0.07
2.1064.1121.1,2,1064,1121,1,15.48
2.1064.1121.2,2,1064,1121,2,7.56
2.1064.1121.3,2,1064,1121,3,8.01
2.1064.1121.4,2,1064,1121,4,6.79
2.1064.1121.5,2,1064,1121,5,28.03
2.1064.1121.6,2,1064,1121,6,25.58
2.1064.1121.7,2,1064,1121,7,8.54
2.1065.1122.9,2,1065,1122,9,1.01
2.1065.1122.10,2,1065,1122,10,1.01
2.1065.1122.11,2,1065,1122,11,0.1
2.1066.1123.9,2,1066,1123,9,1.1
2.1066.1123.10,2,1066,1123,10,1.1
2.1066.1123.11,2,1066,1123,11,0.11
2.1067.1124.9,2,1067,1124,9,1.24
2.1067.1124.10,2,1067,1124,10,1.29
2.1067.1124.11,2,1067,1124,11,0.12
2.1068.1125.9,2,1068,1125,9,1.12
2.1068.1125.10,2,1068,1125,10,1.15
2.1068.1125.11,2,1068,1125,11,0.1
2.1069.1126.8,2,1069,1126,8,6.6
2.1069.1126.12,2,1069,1126,12,8.1
2.1069.1126.13,2,1069,1126,13,23
2.1069.1126.14,2,1069,1126,14,12.7
2.1070.1127.9,2,1070,1127,9,0.92
2.1070.1127.10,2,1070,1127,10,0.94
2.1070.1127.11,2,1070,1127,11,0.08
2.1071.1128.9,2,1071,1128,9,0.7
2.1071.1128.10,2,1071,1128,10,0.71
2.1071.1128.11,2,1071,1128,11,0.07
